,KillDiff,FirstBlood,AssistDiff,GoldDiff,Dragon,Herald,ExperienceDiff,TowersDestroyed,MinionDiff,win
522,-3,0,-3,-9.5,1,0,-6.5,0,11,0
523,-1,1,0,-24.21,1,0,-16.85,0,-47,1
524,-1,0,-3,-8.91,0,0,-6.33,0,-8,1
525,-1,0,-5,-2.11,0,0,2.32,0,24,1
526,-1,1,-2,-4.05,0,0,-15.23,0,-13,1
527,3,1,4,23.61,0,0,25.02,0,46,1
528,-1,0,1,-1.34,1,0,-5.65,0,-7,1
529,3,1,7,20.62,1,0,11.2,0,-1,1
530,3,1,3,20.89,0,1,17.71,0,45,1
532,0,1,-4,-2.82,1,0,-0.79,0,34,1
533,-1,0,4,-4.43,0,0,-4.47,0,-3,0
534,-6,0,-5,-31.22,0,0,-12.29,0,-23,0
535,-3,0,-3,-24.25,1,0,-17.78,0,-19,0
536,-2,0,-3,-8.13,0,0,8.4,0,6,1
537,1,0,3,13.78,0,0,16.78,0,-1,1
538,0,0,-1,15.42,0,0,10.59,0,28,0
539,-4,0,-6,-15.53,0,0,-4.24,0,-15,0
540,8,1,12,42.5,1,0,26.86,0,26,1
541,5,1,4,27.72,0,1,21.4,0,9,1
542,0,1,3,-4.84,1,0,-14.16,0,4,1
543,3,1,6,11.1,1,1,-5.44,0,-12,1
544,1,0,0,14.67,0,1,0.11,1,10,0
545,2,1,3,10.95,1,1,0.94,0,-62,1
546,6,1,4,51.69,1,0,21.53,1,55,1
547,-2,0,-1,-15.47,0,0,-9.16,0,-17,0
549,0,1,-1,8.23,0,0,-1.64,0,6,0
550,5,1,7,17.99,1,1,4.42,0,0,1
551,-2,0,-2,-7.57,0,1,5.69,0,5,0
552,2,1,3,0.91,1,0,-3.39,0,-50,1
553,-3,0,-10,-15.38,0,1,-3.7,1,-8,0
554,2,0,1,22.28,1,1,15.24,0,24,1
555,8,1,10,48.69,0,0,32.43,0,32,0
556,2,0,3,6.4,0,0,-1.2,0,-2,1
557,-3,0,1,-18.71,0,0,-17.75,0,-50,1
558,-2,0,-3,-21.89,0,0,-18.38,0,-25,0
559,-2,1,-2,4.74,0,0,-7.75,0,38,0
560,-5,0,-8,-10.72,0,0,-6.46,0,-10,0
561,-6,1,-8,-28.17,0,0,-17.0,0,-16,0
562,1,0,3,-2.43,1,0,-4.65,0,-40,1
563,0,0,2,-15.17,1,0,-15.65,0,-53,0
564,-6,0,-4,-32.05,0,0,-34.0,0,-26,0
565,-3,0,3,-28.2,0,0,-27.51,0,-52,0
566,4,1,9,17.22,1,0,10.1,0,-12,1
567,4,1,3,19.78,1,1,15.95,0,65,1
568,2,1,-2,1.71,0,0,6.18,0,-18,1
569,2,0,6,6.59,1,0,4.05,0,14,0
570,-5,0,-2,-29.74,1,0,-27.46,0,-24,1
571,-6,0,-7,-30.78,0,0,-33.06,0,-20,0
572,1,1,-3,11.53,0,0,2.82,0,2,0
573,6,1,5,38.78,1,1,28.62,0,21,1
574,4,1,4,27.17,1,1,15.57,0,-7,1
576,-3,0,-8,-19.03,0,0,-5.84,0,-10,0
577,4,1,1,35.18,0,0,28.43,0,41,1
578,0,0,0,2.16,0,0,2.59,0,31,1
579,-3,1,-5,-5.09,0,0,-1.96,0,29,0
580,3,0,7,9.78,0,0,3.72,0,-18,0
581,8,1,7,18.84,1,0,18.71,0,-20,1
582,6,1,6,22.24,0,1,20.62,0,-22,1
583,-3,0,2,-10.79,0,1,2.52,0,-27,0
584,-2,0,-2,-17.68,0,0,-17.78,0,-52,0
585,0,0,-4,-8.86,1,0,-4.76,0,-8,0
587,0,1,-4,-4.31,1,0,1.2,0,-22,0
588,-6,0,-1,-26.18,0,0,-26.37,0,3,0
589,0,1,-3,-7.4,1,1,-6.65,0,-35,0
590,7,1,6,39.82,0,1,34.57,0,32,1
591,-5,0,-1,-20.28,0,0,-17.4,0,-31,0
592,6,0,2,56.49,0,1,36.68,2,32,1
593,-9,0,-7,-49.49,0,0,-40.1,0,-63,0
594,5,1,-2,48.67,1,1,42.11,1,64,1
595,-4,0,-6,-9.78,1,1,-2.26,0,45,0
596,4,0,3,24.25,0,0,14.26,0,-19,0
597,6,1,6,38.15,1,0,27.26,0,24,1
598,2,1,-4,9.76,1,0,22.57,0,-17,1
599,1,1,3,8.62,1,0,-4.26,0,38,1
600,1,1,3,-4.03,0,0,-0.26,0,-26,0
601,-4,0,-2,-22.04,0,0,-14.76,0,-24,0
602,0,1,-2,-2.19,1,0,-12.75,0,-5,1
604,5,1,11,34.14,1,1,16.08,0,-10,1
605,1,1,0,7.92,0,0,-6.22,0,35,0
606,-3,1,-3,-1.46,0,0,-3.99,0,-11,1
607,0,1,-3,-15.78,0,1,-17.24,0,-68,0
608,-1,1,0,-7.69,0,0,-7.01,0,-10,1
609,3,0,1,18.6,0,0,17.98,0,-21,1
610,7,1,4,35.25,0,0,29.79,0,-2,1
611,4,1,11,6.79,1,0,-3.05,0,-4,1
612,-4,0,-3,-25.55,0,0,-18.96,0,-24,0
613,5,1,1,7.65,0,0,4.25,0,-16,0
614,-2,1,-1,-12.21,0,0,-23.8,0,-24,0
615,4,0,7,44.92,0,0,32.11,0,49,1
616,-1,0,0,1.86,0,0,-2.73,0,9,0
617,1,1,-1,12.27,1,0,9.96,0,-22,1
618,-2,0,-4,-0.7,0,1,-4.56,0,17,1
619,-1,0,-1,-16.05,0,0,-13.35,0,-25,0
620,-5,0,-6,-34.65,0,0,-33.51,0,-27,0
621,1,1,10,-4.31,0,1,-10.22,0,-35,0
622,1,0,7,10.83,0,0,4.51,0,-14,1
623,-1,0,-7,-12.59,0,0,-3.6,0,-32,0
625,-3,1,0,11.58,1,0,1.91,0,23,1
626,4,1,2,20.53,1,1,13.71,0,0,1
627,4,0,4,6.04,0,0,19.83,0,0,1
628,-4,0,-9,0.75,0,1,6.16,1,49,1
629,-2,1,-3,-5.42,0,0,-9.27,0,24,0
630,2,1,6,10.99,0,0,-0.98,0,6,1
631,4,1,-2,21.83,1,0,2.63,0,34,1
632,0,1,-1,7.91,1,1,2.24,0,-8,1
633,-5,0,-8,-36.14,0,0,-34.34,0,-13,0
634,9,1,7,12.2,1,1,5.89,0,-5,0
635,-1,1,-2,-18.27,0,0,-20.59,0,-36,0
636,3,0,3,5.83,0,0,7.51,0,28,0
637,1,1,4,-3.34,0,1,-10.54,0,-11,0
638,-5,0,-9,-24.94,0,0,-11.88,0,2,0
640,0,0,-1,-1.16,1,0,-3.03,0,21,1
641,1,1,3,-1.97,1,1,-23.91,0,-17,1
642,2,0,4,7.6,0,0,5.21,0,-26,0
643,1,0,1,12.24,0,0,12.59,0,5,1
645,-3,0,-10,-23.39,1,0,-9.17,0,-38,0
646,2,1,4,25.9,0,0,13.25,0,53,1
647,4,1,3,21.75,1,0,14.09,0,13,0
648,-1,1,5,11.88,1,0,-2.84,0,47,0
649,4,0,1,16.51,0,0,39.02,0,18,0
650,2,0,-1,-1.87,0,0,21.35,0,-27,0
651,-7,0,-10,-48.68,0,0,-41.6,0,-62,0
652,-5,0,-4,-41.49,0,0,-32.22,0,-70,0
653,-3,0,-5,-26.02,0,0,-14.26,0,-30,0
654,-1,1,-5,-10.18,1,0,11.14,0,40,1
655,5,0,4,27.18,0,0,11.85,0,-22,1
657,0,0,1,-13.44,0,0,-25.97,0,-14,1
658,8,1,10,37.81,1,0,17.25,0,2,1
659,4,1,0,33.28,1,0,36.96,0,64,1
660,5,1,8,21.14,1,0,0.75,0,-3,1
661,-1,1,-5,-4.64,1,0,-0.47,0,20,0
662,2,0,1,-0.17,1,1,5.88,0,36,1
663,1,0,-3,13.0,0,0,30.56,0,-13,1
665,-1,0,3,4.75,1,0,10.06,0,19,0
666,3,1,3,26.89,1,1,28.27,0,32,1
667,-2,0,-9,-13.67,0,1,-1.97,0,-27,0
668,-4,1,-8,-29.99,1,0,-14.76,0,-10,0
669,0,0,-6,-9.67,0,1,-9.65,1,-34,0
670,3,1,4,19.69,1,0,14.97,0,21,0
671,-8,0,-3,-41.99,0,0,-31.86,0,-44,0
672,-1,1,-4,-1.05,0,0,-8.96,0,14,1
673,4,1,4,36.52,0,1,15.42,1,37,0
674,-1,0,1,-0.83,0,0,-0.64,0,23,0
675,4,1,4,25.26,0,0,13.79,0,38,0
676,-3,0,-5,-18.64,1,0,-19.45,0,12,0
677,1,1,1,7.87,0,1,4.81,0,29,1
678,0,1,-1,-12.22,0,1,-23.34,0,-28,0
679,0,1,3,-2.04,0,0,13.5,0,-13,0
680,1,1,-1,17.59,1,0,17.1,0,31,0
681,-5,0,-6,-16.5,1,0,-13.58,0,3,0
682,0,1,3,2.9,1,0,6.17,0,-4,1
683,-3,1,0,-34.18,1,0,-26.89,0,-32,0
684,3,1,4,19.22,0,0,18.7,0,47,0
685,-4,0,-8,-35.84,0,0,-24.57,0,-49,0
686,-3,1,-6,-28.27,0,0,-26.75,0,-12,0
687,4,0,1,8.17,0,0,23.22,0,3,0
688,0,0,1,0.75,0,0,5.36,0,-3,1
689,-3,0,-6,-15.02,0,0,-3.21,0,12,0
690,-5,0,-5,-17.06,0,0,-10.04,0,21,1
691,-2,0,-4,2.74,0,1,10.18,0,16,1
692,2,0,-1,10.58,0,0,17.35,0,0,1
693,-1,0,2,-17.76,0,0,-32.65,0,-61,0
694,-4,1,-3,-26.98,0,0,-36.4,0,-35,0
695,-1,1,-4,-0.95,0,0,-11.13,0,5,0
696,0,1,1,5.19,0,1,10.06,0,10,0
697,-1,1,2,-8.73,1,0,3.0,0,-18,0
698,-5,0,0,-15.14,1,0,-6.29,0,-14,1
699,1,0,5,-9.73,1,0,-6.74,0,-47,1
700,-3,0,-7,-14.99,0,0,-12.82,0,-18,0
701,6,1,9,40.11,1,1,27.32,0,54,1
702,5,1,5,49.57,1,1,32.18,2,34,1
703,0,0,2,-6.15,0,0,-3.47,0,-4,0
704,-1,1,-4,7.83,0,0,-3.01,0,20,1
705,-3,0,-3,-36.17,1,0,-19.67,0,-44,0
706,2,1,3,9.12,0,0,-2.41,0,0,1
707,-5,1,-1,-27.46,0,1,-27.75,0,-58,0
708,3,1,2,12.9,0,0,13.37,0,9,1
709,0,0,-1,-0.71,0,0,9.94,0,-6,1
710,-4,0,-8,-25.28,0,1,-8.82,0,-10,0
711,-1,1,-3,9.01,0,0,11.82,0,40,1
712,4,1,5,20.13,0,0,10.22,0,10,1
714,-3,1,0,-14.67,1,0,-19.16,0,-22,0
716,-2,0,-1,-0.31,0,0,8.49,0,7,1
717,-3,0,-1,-8.02,0,1,-8.42,0,2,0
718,0,1,3,-16.42,1,0,-20.4,0,-21,0
719,5,0,-1,29.89,0,0,45.19,0,46,0
720,2,1,7,21.97,1,0,17.07,0,54,1
721,5,0,7,29.83,1,0,15.77,0,51,0
722,0,0,0,11.67,1,1,23.68,0,40,1
724,1,1,1,7.2,1,0,-1.83,0,1,0
725,5,1,4,40.98,0,0,10.04,0,56,1
726,3,1,4,24.3,1,0,20.23,0,52,1
727,0,1,0,2.06,1,0,-3.64,0,19,0
728,-1,1,0,-10.03,0,0,-15.71,0,-3,0
729,4,0,7,6.0,1,1,-0.81,0,-34,0
730,-1,0,-5,-15.96,0,0,-13.18,0,-10,1
731,2,1,11,20.35,0,0,11.88,0,12,1
732,3,1,5,12.73,0,1,6.22,0,0,0
733,1,0,3,-12.32,0,0,-2.72,0,-26,1
734,3,1,-2,17.26,1,0,14.23,0,41,1
736,-1,1,1,-11.23,1,0,-16.65,0,5,1
737,-2,0,-3,-13.25,0,0,0.64,0,-7,0
738,0,1,0,-0.25,1,0,18.49,0,16,0
739,0,0,5,-10.89,0,0,-7.82,0,-10,0
740,1,1,-2,17.45,0,0,11.8,0,28,1
741,-2,0,0,-18.38,0,0,-15.84,0,-29,0
742,-2,0,-2,-10.18,0,1,-11.24,0,-11,1
743,4,0,3,-1.05,1,0,12.34,0,2,0
744,-1,1,2,-21.41,1,0,-24.39,0,-35,0
745,-6,0,-11,-35.73,0,0,-24.97,0,-59,0
746,-4,0,-12,-21.05,0,0,-0.88,0,43,1
747,1,1,-5,0.25,0,0,0.02,0,0,0
749,0,1,-6,-6.09,1,0,-5.04,0,-19,0
750,4,1,3,15.46,0,1,0.61,0,-8,1
751,-9,0,-12,-49.29,0,0,-33.45,0,-50,0
752,0,1,-1,1.64,0,0,-2.22,0,1,1
753,2,0,8,10.25,0,0,12.76,0,-42,1
754,3,1,4,14.74,0,0,10.01,0,27,1
755,-5,1,-4,-24.54,0,0,-38.16,0,-12,0
756,0,1,-1,2.69,0,1,4.8,0,25,1
757,-3,0,9,-5.24,0,1,-9.04,0,-35,1
758,-2,0,-4,-13.64,0,0,-0.87,0,-13,1
759,-5,0,-6,-23.2,0,0,-17.18,0,-2,0
760,2,1,5,12.68,1,0,17.05,0,10,1
761,-3,1,-7,-15.43,1,0,-5.09,0,-19,1
762,-6,0,-11,-29.97,1,0,-20.29,0,-9,0
763,3,1,5,-3.67,0,0,-17.71,0,-35,0
764,-3,0,-5,-33.09,1,0,-27.41,0,-9,0
765,1,1,-1,11.88,0,1,28.51,0,12,0
766,3,1,3,-11.38,0,0,-8.67,0,-70,0
768,5,1,7,37.23,0,1,37.77,0,37,1
769,0,0,1,7.48,1,0,-0.77,0,15,0
770,1,0,-3,3.26,0,0,14.72,0,23,1
771,2,1,1,14.49,1,1,-5.3,1,15,1
772,1,1,0,-6.35,1,0,-10.11,0,-7,0
773,2,1,2,10.6,0,1,4.88,0,-4,0
774,-3,0,-7,-4.89,0,1,1.88,1,-18,0
775,-2,1,0,-23.35,0,0,-27.87,0,-18,0
776,-3,1,0,-24.96,1,0,-21.74,0,-23,1
777,-3,0,-11,-26.95,0,0,-10.42,0,-72,0
778,3,1,2,11.6,1,1,9.39,0,13,0
779,6,1,6,49.82,1,0,19.71,1,59,1
780,7,1,9,46.88,1,0,9.83,1,48,1
781,2,1,5,17.74,0,0,13.05,0,29,1
782,5,1,6,27.68,1,0,27.61,0,13,1
783,1,1,3,-6.86,1,0,-6.19,0,-52,1
784,2,1,0,14.18,1,1,5.44,0,-5,0
785,0,0,-2,-0.05,1,0,-2.69,0,35,0
786,-2,0,-1,-40.0,0,0,-25.33,0,-62,0
787,-1,0,-10,-2.43,0,0,7.99,0,34,1
788,-2,1,-4,-7.09,0,0,-1.47,0,-3,0
789,-3,0,-2,-7.26,1,1,-0.31,0,8,1
791,0,1,-7,-2.77,1,0,2.08,0,-5,1
792,-4,0,-4,-27.69,1,0,-8.2,0,-39,0
793,5,0,3,15.13,1,0,15.85,0,-13,0
794,-1,1,-9,-7.36,1,1,-0.94,0,-5,1
795,-1,1,-2,13.34,0,0,6.56,0,49,1
796,5,0,12,30.36,0,0,17.66,0,-20,1
797,1,1,5,18.11,0,1,-6.31,0,-9,0
798,2,1,-1,14.51,0,0,19.85,0,-7,1
799,0,1,-4,-5.98,0,1,-1.46,0,6,0
800,4,1,5,14.46,1,0,15.97,0,9,1
801,1,1,5,16.18,1,0,3.93,1,12,0
802,-1,0,0,0.93,1,0,-12.76,0,-26,1
803,1,0,1,11.83,0,0,8.87,0,27,0
804,-4,0,-10,-34.53,0,0,-7.2,0,-42,0
805,-5,0,-9,-16.55,0,0,-13.23,0,-5,0
807,1,0,-1,5.57,0,0,10.61,0,17,0
808,5,1,4,25.27,0,0,34.73,0,34,1
809,-1,0,-2,-18.31,0,0,-26.04,0,-37,0
810,1,1,0,6.49,0,1,0.69,0,30,1
811,6,0,3,30.91,0,0,24.98,0,9,0
812,-7,0,-8,-27.07,1,0,-18.26,0,2,0
813,-1,0,1,-5.12,0,0,-8.44,0,5,0
814,-5,0,-7,-38.74,0,0,-24.23,0,-54,0
815,1,1,1,-1.0,1,0,2.19,0,-23,1
816,-2,0,-6,5.06,0,0,15.8,0,39,0
817,8,1,13,47.96,0,0,31.12,0,48,1
818,-1,0,-6,-17.09,1,1,-15.85,0,23,1
819,-6,0,-7,-5.53,0,0,-1.14,0,42,0
820,3,0,7,31.9,1,0,23.46,0,13,1
821,-3,0,-3,-17.2,0,1,-20.56,0,-23,0
822,-4,1,-7,-4.8,0,0,3.53,0,40,0
823,-3,0,-3,-10.81,0,0,-6.31,0,29,0
824,8,1,8,54.36,1,0,34.59,0,72,1
826,-1,0,-1,-2.14,0,0,-3.56,0,18,0
827,-6,0,-7,-27.05,1,0,-17.57,0,-38,0
828,2,1,2,14.19,0,1,0.82,0,-10,1
830,-9,0,-8,-41.25,0,0,-27.12,0,-35,0
831,6,1,1,31.53,1,1,31.96,0,62,1
832,-3,1,-2,-39.91,1,0,-35.29,0,-64,0
833,-1,0,-3,-16.94,0,0,-6.03,0,-21,0
834,2,0,1,9.89,0,1,6.31,0,3,0
835,-2,0,1,-15.64,1,0,-9.53,0,5,1
836,-5,0,-6,-6.64,0,0,6.15,0,29,0
837,-1,0,-2,-13.77,1,0,-1.8,0,-33,1
838,-1,0,4,-10.89,1,0,-21.34,0,-29,0
839,5,1,7,42.34,1,1,16.95,1,13,1
840,-1,0,-3,-7.02,0,1,-0.89,0,12,0
841,1,1,2,-5.08,0,1,-13.94,0,-32,0
842,6,1,8,23.66,0,0,11.47,0,-38,1
843,0,0,5,2.48,1,0,-2.19,0,-16,1
844,4,1,9,14.26,1,0,1.28,0,-44,1
845,0,0,0,-7.4,0,0,0.76,0,-35,0
846,-2,0,-2,-17.24,1,1,-2.62,0,-19,0
847,4,1,7,33.11,1,0,26.82,0,-11,1
848,3,1,8,34.01,0,0,23.92,0,47,0
849,-3,1,-1,-12.93,0,0,-6.25,0,-19,0
850,2,0,4,9.06,0,0,17.67,0,-32,1
851,-6,0,-3,-27.61,0,0,-23.75,0,-34,0
852,2,1,6,14.19,1,1,7.31,0,-16,1
853,-2,1,-2,-15.3,0,0,-11.14,0,-22,0
854,0,0,4,2.16,0,0,12.5,0,27,1
855,3,1,0,15.21,1,0,19.15,0,19,0
857,7,1,6,39.49,1,0,24.4,0,18,1
858,6,1,4,29.07,1,0,11.75,0,23,1
859,-1,1,-5,-7.06,1,0,-8.73,0,-11,1
860,-1,1,-4,-5.27,0,0,-2.08,0,25,0
861,0,0,2,16.83,1,0,-1.72,0,37,1
862,-2,1,-1,-10.05,0,0,-2.51,0,-23,0
863,-2,0,-2,-11.22,1,0,-3.02,0,18,0
864,-1,1,-2,-8.08,1,0,-3.11,0,-27,0
865,-2,1,-4,-22.81,0,0,-15.94,0,-27,0
866,0,0,0,-17.5,0,0,-6.28,0,-51,1
867,6,1,7,29.74,0,0,14.21,0,10,1
868,2,0,4,4.19,0,0,4.62,0,-6,1
869,3,0,5,21.01,1,1,15.96,0,54,1
870,0,0,-9,-7.76,1,0,1.66,0,-24,0
871,-1,0,1,-9.57,0,0,-22.67,0,-25,1
872,8,1,7,43.11,1,1,32.39,0,29,1
873,-1,0,0,-12.07,1,0,-17.48,0,-14,0
874,6,1,8,46.16,1,1,20.5,0,60,1
875,4,1,10,24.04,1,1,9.27,0,-14,1
876,2,0,2,6.0,1,0,8.24,0,2,0
877,4,1,-1,19.36,0,0,17.99,0,50,1
879,0,0,1,3.15,1,0,-0.61,0,18,0
880,0,1,1,9.94,0,1,-5.47,0,-20,0
881,-1,0,-1,4.5,0,1,6.61,0,3,1
882,-3,0,-3,1.1,0,1,-4.02,0,0,1
883,0,0,2,-3.96,0,0,4.81,0,-15,1
884,-2,0,-2,-8.05,0,0,2.54,0,19,0
885,-6,1,-4,-13.02,0,0,-19.59,0,28,0
886,3,1,6,17.63,1,0,-2.39,0,24,0
887,-4,0,-2,-19.93,1,0,-21.78,0,-25,0
888,0,0,-3,0.08,1,1,5.72,0,-17,0
889,3,1,10,12.4,0,0,-3.49,0,-30,1
890,-2,1,-2,-10.63,1,0,-20.35,0,-22,1
891,3,1,1,0.22,1,0,17.73,0,23,1
892,1,1,4,-0.16,0,0,4.97,0,10,1
893,1,0,3,-5.26,1,0,4.96,0,16,0
894,-2,0,-4,-9.16,0,0,-6.59,0,7,1
895,-5,0,-5,-27.93,1,0,-10.55,0,-10,0
896,-2,0,-3,-15.61,0,0,9.25,0,47,0
897,-6,0,-4,-37.07,0,0,-17.42,0,-43,1
898,-4,1,-3,-24.57,0,0,-16.25,0,-33,0
899,-2,0,-6,-23.48,0,0,-12.46,0,-21,0
901,-6,1,-2,-34.13,0,0,-30.79,0,-23,0
902,-4,0,-10,-12.86,0,0,-8.48,0,22,1
903,0,0,0,-17.85,0,0,-15.81,0,-42,1
904,5,1,10,31.07,1,0,20.96,0,6,1
905,1,0,1,-0.41,1,0,-10.08,0,-9,0
906,2,1,2,6.39,0,0,11.71,0,-12,1
907,-5,0,-4,-20.41,0,0,-10.9,0,13,0
908,1,1,2,4.12,1,0,0.93,0,-7,0
909,5,1,11,28.36,0,0,4.48,0,35,0
910,3,1,7,9.57,0,0,4.69,0,-10,1
911,3,0,5,22.87,0,0,25.51,0,48,1
912,-2,1,1,-4.62,0,0,-11.86,0,-4,0
913,1,0,-4,13.62,1,0,15.92,0,45,1
914,1,0,-2,1.4,0,1,17.37,0,0,1
915,-3,1,-8,6.33,1,0,-2.95,0,57,1
916,-1,0,-1,-3.23,0,0,2.14,0,7,0
917,-3,0,-4,-12.96,0,0,2.27,0,-16,1
918,-8,0,-10,-36.22,0,0,-19.08,0,-28,1
919,0,0,0,-5.41,0,0,5.46,0,-26,1
920,2,1,3,19.33,0,0,27.92,0,28,1
921,-3,0,-1,-6.92,0,0,-7.58,0,24,0
922,2,0,5,7.66,0,0,-6.62,0,24,0
923,2,1,8,23.34,0,1,18.35,0,27,1
924,-2,1,-4,-1.43,0,0,4.62,0,45,1
926,1,0,3,-14.93,0,0,-11.79,0,-49,0
929,-1,1,2,8.51,1,1,3.27,0,11,0
930,0,0,-1,1.98,1,1,7.26,0,9,1
931,0,0,1,3.8,0,0,-6.74,0,29,1
932,4,1,5,20.18,1,1,22.61,0,9,1
934,0,1,1,-7.54,1,0,-7.29,0,-25,0
935,-3,1,-5,-14.0,0,0,-17.16,0,29,0
936,1,0,2,16.06,1,0,10.36,0,39,0
938,0,1,9,9.87,1,0,6.42,0,7,0
939,0,0,0,13.44,0,0,11.95,0,17,1
940,1,0,0,5.68,1,0,10.96,0,7,1
941,5,0,7,26.21,0,1,20.01,0,-6,0
942,-2,0,0,-4.03,0,0,-5.75,0,8,0
943,9,1,8,35.93,1,0,7.27,0,-22,1
944,3,1,5,34.0,1,0,24.0,1,26,1
945,1,0,4,10.19,1,0,0.37,1,11,0
946,1,0,0,14.96,0,0,13.52,0,23,1
947,-5,0,-6,-39.21,0,0,-32.84,0,-61,0
948,3,1,0,6.75,0,0,3.77,0,4,1
949,-3,1,3,-7.02,0,0,-21.1,0,18,0
950,-1,1,0,-12.86,0,0,-16.95,0,-26,1
951,1,0,1,-1.74,0,0,-5.03,0,-14,0
952,5,1,5,23.01,0,0,6.03,0,11,1
953,4,1,-3,25.04,0,0,23.61,0,45,0
954,-2,0,3,-13.41,0,0,4.45,0,-22,1
955,-4,0,-8,-21.74,1,0,-3.25,0,8,0
956,0,1,4,18.04,1,0,8.2,0,11,0
957,3,1,-1,0.68,0,0,-3.69,0,-12,0
958,5,1,9,17.75,0,0,-0.05,0,-1,1
959,2,0,6,4.24,0,0,10.5,0,1,0
960,-7,0,-7,-25.85,0,1,2.04,0,4,0
961,1,0,4,16.1,1,0,24.88,0,3,1
962,2,0,2,9.04,0,1,1.95,0,-11,0
963,-5,1,-6,-8.55,0,1,2.27,0,26,1
964,4,0,4,19.91,0,0,19.77,0,8,1
965,-4,0,-6,-28.93,0,0,-20.27,0,-48,0
966,-3,0,-6,-22.74,0,0,-21.72,0,-7,0
967,-1,0,2,-1.54,1,0,-6.12,0,-4,1
968,-4,0,-8,-16.3,0,0,-1.3,0,-22,0
970,1,1,0,11.77,1,0,7.63,0,41,1
971,1,0,-1,9.19,0,0,15.27,0,1,1
972,2,1,-5,20.77,0,0,18.04,0,43,1
973,-5,0,-13,-29.73,0,0,-19.4,0,-13,0
974,-6,1,-3,-32.28,0,1,-20.75,0,-38,0
975,-1,1,3,-9.99,1,0,-14.66,0,-9,1
979,6,1,6,23.18,0,0,16.56,0,-7,1
980,7,1,3,35.95,0,0,25.95,0,23,1
982,-2,0,-3,-5.3,0,0,-1.23,0,34,0
983,-5,1,-7,-7.96,0,0,-5.94,0,4,1
984,6,1,9,34.39,1,1,9.13,1,-6,1
985,3,1,3,14.23,1,0,10.22,0,-10,0
986,-6,1,-5,-39.52,1,0,-20.15,0,-26,0
987,0,1,1,-8.84,1,1,-4.71,0,18,1
988,4,1,3,26.55,0,1,13.26,0,54,0
989,-5,0,-3,-20.31,1,0,-11.21,0,2,0
990,5,1,3,28.93,0,1,35.88,0,30,1
991,-2,1,-1,-9.76,0,0,-14.08,0,21,1
992,5,1,9,21.82,0,0,10.12,0,-34,1
993,-2,0,-1,-19.68,0,0,-29.32,0,-35,0
994,-2,0,-7,-18.06,0,0,1.23,0,27,1
996,-2,0,-2,-21.05,0,0,-18.15,0,-42,1
997,2,0,-5,9.93,0,0,5.93,0,15,1
998,-2,1,-3,-8.09,0,0,0.1,0,15,1
999,-4,1,-5,-19.03,0,0,-13.98,0,-19,0
1000,-3,0,-7,-23.25,0,0,-20.78,0,-19,0
1001,2,1,2,-1.0,1,1,-12.05,0,-20,1
1003,-5,0,-9,-35.25,0,0,-32.78,0,-33,0
1004,-5,0,-2,-37.28,0,0,-30.76,0,0,0
1005,0,1,6,12.56,0,0,3.01,0,-2,0
1006,5,1,10,30.82,1,0,32.0,0,60,1
1007,0,0,-4,1.97,0,0,12.41,0,35,0
1008,-1,0,-1,4.82,0,1,9.14,0,23,0
1009,1,0,0,10.19,0,0,3.27,0,-13,0
1010,1,1,-1,8.17,1,1,2.66,0,-3,1
1011,2,1,0,4.99,1,1,24.41,0,-15,1
1012,0,1,-1,-9.23,0,0,-12.34,0,-17,1
1013,-3,0,2,-5.31,1,0,2.41,0,6,1
1014,1,0,1,10.33,0,0,3.72,0,21,0
1015,-1,0,0,-23.36,0,0,-14.68,0,-42,1
1016,-2,1,-4,-12.53,0,1,-16.27,0,-32,1
1017,3,0,2,28.51,1,0,13.13,0,42,1
1018,9,1,13,53.49,1,0,41.31,0,64,1
1019,-1,0,4,-16.7,0,0,-5.4,0,-47,0
1020,1,0,-6,2.25,0,0,7.87,0,10,0
1021,4,1,7,4.59,1,0,-11.47,0,-38,1
1022,-3,1,-5,-21.27,0,0,-16.19,0,-35,1
1023,2,1,-2,5.75,0,0,7.06,0,-11,1
1024,-1,1,2,-3.29,0,0,-2.3,0,-24,0
1025,-2,0,0,-23.75,1,0,-2.93,0,-32,1
1026,-5,0,-12,-26.23,0,0,-23.12,0,-20,1
1027,1,1,3,2.17,0,0,4.34,0,39,1
1029,0,0,-3,-4.98,1,0,-17.85,1,-17,0
1030,-8,0,-10,-45.0,0,0,-29.8,0,-27,0
1031,2,1,7,-0.43,0,0,-11.54,0,-11,0
1032,0,1,-3,-6.43,1,1,-11.99,0,-31,1
1033,1,1,0,12.06,0,0,9.68,0,6,1
1034,-7,1,-10,-35.29,1,1,-15.09,0,-2,0
1035,-3,0,-3,-11.23,0,0,-9.76,0,-31,0
1036,1,1,8,10.96,1,0,1.2,0,-6,0
1038,-6,0,-9,-35.27,1,0,-19.01,0,-21,0
1039,3,1,12,19.36,0,0,14.47,0,12,0
1040,-3,0,-2,-17.29,0,0,-12.58,0,-32,0
1041,-2,1,-2,-7.97,0,0,-8.43,0,-14,1
1042,-2,0,3,-7.64,0,0,-11.42,0,-34,0
1043,-4,1,2,-24.84,0,0,-32.35,0,-47,0
1044,-6,0,-7,-22.69,0,1,-10.78,0,-4,0
1045,-4,0,1,-17.53,0,0,-33.24,0,-19,0
1046,0,0,2,-11.22,0,0,-9.26,0,-41,0
