,KillDiff,FirstBlood,AssistDiff,GoldDiff,Dragon,Herald,ExperienceDiff,TowersDestroyed,MinionDiff,win
2618,2,1,2,2.79,0,0,3.92,0,-27,1
2619,4,1,5,15.16,1,0,4.26,0,16,0
2620,-5,0,-7,-42.29,0,0,-41.84,0,-64,0
2621,-7,0,-4,-31.11,0,0,-22.86,0,-9,0
2622,3,1,4,36.86,0,0,14.71,0,53,1
2624,4,1,5,13.94,0,0,13.68,0,20,1
2625,-4,0,-5,-20.09,0,1,-23.96,0,-22,0
2626,1,1,2,4.66,0,0,-3.16,0,18,0
2627,-8,0,-9,-49.58,0,0,-23.88,0,-60,0
2628,-4,0,-5,-28.25,0,0,-24.97,0,-14,0
2629,-4,0,-2,-17.16,1,0,-16.01,0,-28,0
2630,-2,1,1,-15.37,0,0,-9.26,0,-10,0
2631,-7,0,-4,-27.07,0,0,-21.36,0,-38,0
2632,7,1,13,28.57,1,0,14.06,0,20,1
2633,-7,0,-7,-32.06,1,0,-21.69,0,-24,1
2634,-5,0,-5,-26.7,0,0,-13.95,0,12,0
2635,-4,1,-4,-9.6,0,0,-25.02,0,3,0
2636,-1,0,1,-15.79,1,0,-11.79,0,-26,0
2637,1,1,0,3.21,0,0,-2.6,0,0,0
2638,-3,1,2,-0.12,0,0,-11.61,0,20,0
2639,-1,0,-6,2.22,0,0,17.16,0,9,0
2640,2,1,3,9.68,0,0,7.15,0,13,0
2641,-4,1,-2,-30.42,0,0,-36.41,0,-41,0
2643,1,0,1,9.04,0,0,1.64,0,-1,1
2645,-3,1,1,-11.45,0,0,-21.0,0,-42,1
2646,-2,1,0,-9.86,0,1,-15.08,0,-10,1
2647,5,1,10,37.19,1,0,18.13,0,4,1
2648,0,1,3,-2.01,0,0,-17.02,0,-61,0
2649,-2,1,0,-11.23,0,0,-12.3,0,-35,0
2650,-4,0,-3,-24.4,0,0,-22.39,0,-33,0
2652,3,1,0,8.51,1,0,7.09,0,-14,1
2653,-1,0,-2,-13.15,1,0,-10.49,0,-22,0
2654,-5,0,-8,-32.77,0,0,-16.8,0,-15,0
2655,-3,0,-2,-16.84,1,0,-7.72,0,-8,0
2656,-7,0,-5,-23.3,0,0,-11.89,0,-20,0
2657,4,1,5,15.1,1,0,1.51,0,-15,0
2658,1,1,2,23.19,0,0,1.35,1,29,0
2659,7,1,6,37.87,0,1,28.56,0,41,1
2660,-2,0,-2,-3.98,0,0,-19.77,0,21,0
2661,2,1,2,28.64,1,1,11.82,2,17,1
2662,-4,0,-2,-29.93,0,0,-24.98,0,-42,0
2663,3,0,4,7.93,0,1,16.12,0,-18,0
2664,-3,0,-8,2.84,1,1,6.81,0,31,1
2665,2,0,3,11.39,1,0,11.7,0,3,1
2666,-5,1,-4,-29.01,0,0,-26.66,0,-26,0
2667,3,0,-1,13.23,1,0,4.57,0,6,0
2668,3,0,-3,5.35,0,0,7.76,0,-13,1
2669,-1,1,-1,-6.82,0,0,-3.23,0,15,0
2670,2,1,6,17.02,0,0,13.52,0,7,0
2671,-1,0,-1,-3.89,0,1,3.29,0,-19,0
2672,5,0,5,32.5,1,0,30.73,0,30,1
2673,4,0,3,26.78,1,1,31.5,0,48,1
2674,-6,1,-1,-22.62,0,0,-6.68,0,20,1
2675,-3,1,-1,-17.96,0,0,-22.22,0,-26,0
2676,4,1,3,38.27,0,0,31.61,0,21,1
2678,-1,1,-2,-6.02,0,0,-9.05,0,6,1
2679,1,0,0,15.25,0,0,8.73,0,68,1
2680,8,1,6,51.09,0,0,30.09,0,28,1
2681,3,0,5,6.56,1,0,-7.18,0,-59,1
2682,4,1,2,18.86,1,0,4.6,0,48,0
2683,5,1,4,9.82,0,0,16.53,0,37,1
2684,1,0,7,-4.14,1,1,-0.47,0,-13,1
2685,2,0,3,3.56,0,0,1.22,0,21,0
2686,-2,0,0,-5.16,1,0,-0.04,0,61,0
2687,-4,1,-3,-22.12,1,0,-27.25,0,-15,0
2688,-2,1,-3,-9.23,0,0,-8.03,0,-10,1
2689,-4,0,-2,-17.98,0,0,-18.04,0,-15,0
2690,-4,1,-4,-39.96,0,1,-31.31,0,-31,0
2691,1,0,6,2.59,0,0,-5.27,0,-14,1
2692,5,1,9,30.58,0,0,10.96,0,-21,0
2693,-1,0,0,-9.37,0,0,-0.89,0,-20,0
2695,7,1,9,46.62,0,0,20.19,0,25,1
2697,-3,0,0,-0.63,0,0,-7.79,0,-5,1
2698,-4,1,-7,-11.1,1,1,-3.91,0,16,0
2699,2,0,0,16.04,0,0,15.99,0,51,1
2700,-8,0,-9,-36.73,0,0,-36.03,0,8,0
2701,-3,1,2,-22.57,0,0,-28.94,0,-34,0
2702,5,1,3,1.95,1,0,4.28,0,-60,1
2703,1,0,2,0.06,1,0,2.05,0,-10,0
2704,-2,1,-3,-5.74,0,1,-14.13,0,-32,0
2705,5,0,3,4.68,1,0,3.02,0,-33,0
2706,1,0,2,-1.52,0,1,7.13,0,21,0
2707,6,1,7,34.6,0,0,22.75,0,-16,0
2708,-6,1,-8,-25.56,0,0,-3.25,0,-2,1
2709,-3,1,-1,-15.58,1,0,-5.0,0,9,0
2710,8,1,12,47.8,1,0,27.48,0,39,1
2711,-4,0,-2,-25.23,0,0,-7.32,0,-7,0
2712,0,1,-7,-23.9,1,0,-29.71,0,-27,0
2713,-3,0,-7,-15.78,0,0,-5.98,0,17,0
2714,4,1,-1,25.58,1,0,23.49,0,16,1
2715,0,1,0,-1.46,0,0,5.57,0,5,0
2716,1,0,2,15.64,0,0,0.86,0,21,1
2717,0,0,2,12.6,1,1,14.87,0,47,1
2718,1,1,6,17.22,1,0,18.57,0,47,1
2719,-2,1,0,11.11,1,1,0.26,1,-9,1
2720,-5,0,-7,-31.74,0,1,-19.26,0,-23,1
2721,-2,1,0,-13.33,0,0,-18.32,0,-46,0
2722,1,0,7,10.39,0,0,-0.79,0,6,0
2723,-6,0,-2,-37.12,0,1,-33.75,0,-39,0
2724,-4,0,-9,-16.99,1,0,-3.64,0,-40,1
2725,0,0,-2,6.29,0,0,7.53,0,11,1
2726,-2,1,1,-23.44,0,0,-15.92,0,-14,1
2727,-1,1,-1,-0.27,1,1,2.81,0,-16,1
2728,2,0,6,-0.3,0,0,-9.65,0,-50,0
2729,0,0,-5,-2.11,0,0,3.2,0,14,0
2730,1,1,0,-6.14,1,0,-8.46,0,8,0
2731,-7,1,-3,-44.1,1,0,-41.63,0,-33,0
2732,-6,1,-9,-40.54,0,0,-38.06,0,-47,0
2733,-1,1,-6,-0.77,0,0,2.6,0,9,0
2734,5,1,6,20.02,1,0,17.91,0,-1,1
2735,-2,0,-1,-0.94,1,0,-8.44,0,41,1
2736,-2,1,0,1.71,0,0,8.07,0,4,0
2737,-5,0,-8,-20.99,0,0,-15.05,0,-4,0
2738,7,1,8,32.74,1,1,16.03,0,-27,0
2739,7,0,12,45.53,0,0,30.0,1,26,1
2740,-1,1,-3,7.6,0,1,1.2,1,-11,0
2741,2,1,4,6.11,1,0,-1.39,0,-20,0
2742,1,1,0,3.56,0,0,0.58,0,-33,1
2743,1,1,-1,3.16,0,0,-15.61,0,-43,1
2744,4,1,5,19.61,0,0,5.64,0,0,0
2745,6,0,13,42.82,1,0,19.93,0,52,1
2746,-3,1,-10,-13.23,0,0,-5.91,0,41,1
2747,0,1,3,2.85,0,0,-3.52,0,5,1
2748,4,0,11,-12.92,0,0,-14.26,0,-55,0
2749,2,1,2,-3.75,0,0,-12.83,0,18,0
2750,-3,0,2,-11.98,0,0,-5.99,0,-55,0
2752,0,1,1,-0.09,1,1,-3.07,0,10,1
2753,-4,1,-4,-21.01,0,0,-20.09,0,-37,0
2754,5,0,5,27.89,1,0,32.23,0,41,1
2755,1,1,-2,1.17,0,0,-1.13,0,-10,0
2756,-5,0,-8,-37.84,0,0,-30.51,0,-21,0
2757,-5,0,-6,-29.3,0,0,-23.0,0,-36,0
2758,-7,0,-11,-31.48,0,0,-28.56,0,13,0
2759,-3,0,-7,-14.71,0,0,-12.04,0,8,0
2760,-2,1,-5,8.01,0,0,10.9,0,50,0
2761,-1,0,-3,0.45,0,0,11.99,0,30,1
2762,0,1,-3,0.69,0,1,-5.52,0,-29,1
2763,3,1,0,12.77,0,0,2.97,0,24,0
2764,-9,0,-7,-44.01,0,0,-30.35,0,-28,0
2765,7,1,9,35.23,0,0,17.57,0,16,0
2766,-6,0,-5,-37.11,0,0,-29.87,0,-27,0
2769,0,1,0,-10.04,0,0,-20.08,0,-39,0
2770,5,1,8,40.27,1,0,7.01,1,3,0
2771,-1,1,-1,-8.33,1,0,-10.21,0,-61,1
2772,-6,1,-9,-22.67,0,0,-20.1,0,-19,0
2773,8,1,12,46.24,0,0,25.11,0,29,1
2774,-3,0,-2,-37.82,0,0,-30.6,0,-68,0
2775,-1,1,1,-11.34,0,0,-9.06,0,-25,1
2776,2,1,-1,9.55,1,0,6.42,0,9,1
2777,-8,0,-10,-38.82,0,0,-22.53,0,-5,0
2778,1,1,4,-8.11,0,0,10.24,0,-57,0
2779,-3,0,-7,-17.55,0,0,-10.14,0,7,1
2780,2,1,1,14.99,0,1,24.33,0,45,1
2781,5,1,6,32.15,0,0,26.5,0,19,1
2782,0,0,-4,-15.19,0,0,-14.88,0,17,0
2783,4,0,1,24.88,0,0,29.13,0,15,1
2784,-1,0,-4,-6.67,0,1,12.43,0,-51,1
2785,1,0,-1,-1.72,0,0,12.54,0,23,0
2786,-4,1,-6,-19.72,1,0,-16.13,0,-7,0
2787,-1,1,-2,-3.96,1,0,-10.91,0,25,0
2788,2,1,5,4.13,0,0,-8.57,0,26,0
2789,1,1,4,4.39,0,0,7.51,0,-8,1
2790,6,0,8,23.29,0,0,24.16,0,-43,0
2791,-8,0,-12,-27.46,0,0,-19.39,0,-8,0
2792,-3,0,-1,-9.64,0,0,-2.71,0,4,0
2793,4,1,10,23.57,1,0,14.36,0,32,1
2794,2,1,3,10.16,0,1,3.1,0,-12,0
2795,-9,0,-13,-39.6,0,0,-14.46,0,7,0
2796,3,1,4,25.47,1,0,27.96,0,53,1
2797,-2,0,-13,-12.94,0,0,-2.67,0,7,0
2798,-9,0,-8,-38.86,0,0,-34.53,0,-20,0
2799,5,1,6,31.0,1,0,10.06,0,20,0
2800,0,0,0,18.74,0,1,14.08,0,3,0
2801,0,0,4,2.46,1,0,-5.49,0,-2,1
2802,0,1,1,-3.47,1,0,3.93,0,-1,0
2803,0,0,-1,19.36,0,1,17.99,1,0,1
2804,0,0,0,-9.66,0,0,1.11,0,-17,0
2806,2,0,2,12.34,0,0,9.62,0,27,1
2807,-1,0,-2,-8.22,0,0,-5.92,0,13,0
2808,-7,0,-6,-33.58,0,0,-28.37,0,-3,0
2809,1,0,1,-4.43,0,1,3.96,0,-24,1
2810,0,1,-5,-4.66,0,0,6.08,0,-31,0
2811,-1,0,0,-11.92,0,0,-18.96,0,-34,1
2812,0,0,0,1.78,1,0,8.82,0,40,1
2813,-4,1,-1,-20.35,1,0,-12.37,0,-23,1
2814,-5,0,-5,-45.79,0,0,-33.61,0,-9,0
2815,-1,0,0,0.77,0,0,-8.75,0,-18,0
2816,3,0,8,2.96,1,0,13.7,0,5,1
2817,-4,1,-6,-21.71,0,0,-28.97,0,-54,0
2818,6,1,12,33.7,1,0,28.95,0,7,1
2819,3,1,1,17.23,1,1,10.9,0,14,1
2820,4,1,10,27.59,0,0,9.8,0,17,1
2821,-4,1,-4,-17.03,0,0,-25.5,0,4,0
2822,6,1,9,26.99,1,0,10.15,0,7,1
2823,3,1,4,22.01,0,0,3.74,0,4,1
2824,7,1,10,31.36,1,0,15.57,0,1,1
2825,-8,0,-4,-49.82,0,0,-33.68,0,-64,0
2826,-4,0,-4,-9.53,0,1,-6.77,0,7,1
2827,5,1,3,7.77,1,1,9.77,0,-19,1
2829,-4,1,-4,-20.98,0,0,-14.64,0,-21,0
2830,0,1,0,19.16,1,0,14.04,0,55,1
2831,0,1,-2,7.12,0,1,16.33,0,30,1
2832,-2,0,-3,-11.29,0,0,-13.48,0,15,0
2833,-4,0,-2,-27.35,1,0,-21.36,0,-39,0
2834,7,0,13,30.96,1,0,24.04,0,14,1
2835,-2,0,-6,-10.58,1,0,-14.04,0,-19,1
2836,-2,1,-4,10.75,0,1,5.25,1,25,0
2837,-2,0,-4,-5.31,0,0,0.28,0,-22,1
2838,1,1,2,4.09,0,0,-2.92,0,-28,0
2839,-2,1,-3,5.17,0,0,-1.51,1,16,0
2840,-2,1,-5,-0.17,0,0,-5.14,0,35,1
2841,0,1,0,13.99,0,0,12.93,0,-2,0
2842,-2,1,-4,-12.78,0,1,-13.87,0,-13,0
2843,-6,0,-4,-33.85,0,0,-27.81,0,-15,0
2844,3,1,3,1.36,1,0,3.65,0,-11,1
2845,3,0,7,13.39,1,1,11.76,0,5,0
2846,1,1,-1,25.21,0,1,30.96,0,8,1
2847,8,1,12,42.55,0,0,23.87,0,4,1
2848,0,0,2,-3.02,0,0,7.64,0,-5,1
2849,-5,0,-13,-27.41,0,0,-4.25,0,-17,0
2850,5,1,4,36.75,1,1,23.89,1,60,1
2851,0,0,-3,0.46,1,0,-12.99,0,-7,0
2853,-3,0,-8,-4.27,1,1,14.75,0,5,1
2854,2,0,3,11.84,1,1,18.07,0,47,0
2855,0,0,3,0.56,0,0,-6.94,0,17,0
2856,4,0,5,22.01,0,0,6.15,0,39,1
2857,-2,1,-5,-6.1,0,0,-11.56,0,37,0
2858,4,1,3,39.74,1,1,27.85,1,37,1
2859,0,0,-1,1.18,1,0,2.99,0,20,0
2860,-1,0,-3,9.55,0,0,7.48,0,66,0
2861,-3,1,-1,-6.86,0,0,-8.93,0,22,0
2862,-2,0,-7,-10.86,1,0,-6.37,0,4,1
2863,4,1,6,24.11,0,1,8.75,0,16,1
2865,4,1,6,20.4,0,0,7.25,1,-20,1
2866,-6,0,-7,-21.39,0,1,8.68,0,50,0
2867,-4,1,-5,-12.31,1,1,-8.88,0,9,0
2868,2,0,3,19.47,0,1,16.77,0,-1,1
2869,1,1,6,6.53,0,0,-5.56,0,5,0
2870,-2,1,0,-11.49,0,0,-18.88,0,-4,1
2871,-3,0,-4,-9.11,1,0,-8.7,0,33,0
2872,-5,0,-5,-47.52,1,0,-24.51,0,-64,0
2873,1,1,1,2.96,0,1,4.4,0,18,1
2874,2,0,8,11.63,0,0,-5.39,0,-31,1
2875,-3,0,-2,-16.72,0,0,-4.7,0,-47,0
2876,-4,0,-4,-25.02,0,0,-31.83,0,-20,0
2877,-1,0,0,-18.33,0,0,-9.17,0,-45,1
2878,3,1,-5,5.31,0,0,-8.81,0,-7,0
2879,7,1,7,37.1,1,0,23.26,0,30,1
2880,2,0,4,6.75,0,0,6.91,0,-4,1
2881,6,1,10,27.83,1,0,23.68,0,37,1
2882,-3,0,-4,-19.45,0,0,-24.96,0,-16,0
2883,0,0,0,1.83,0,0,-2.31,0,5,1
2884,-1,1,-1,9.6,1,0,8.13,0,46,0
2885,0,1,3,11.91,1,1,-3.11,0,26,0
2887,1,0,4,-3.05,0,0,6.85,0,2,0
2889,-1,0,1,-12.13,0,0,-10.99,0,-17,0
2890,-4,0,-5,-36.73,0,0,-24.99,0,6,0
2891,-4,0,-5,-21.09,0,0,-14.75,0,4,0
2892,3,0,-1,12.19,0,0,13.56,0,34,0
2893,-5,1,-3,-19.05,0,0,-22.23,0,-18,0
2894,5,0,6,21.7,0,0,12.07,0,23,1
2895,2,0,3,6.2,1,0,1.46,0,27,1
2896,-3,0,-6,-19.72,0,0,-16.21,0,-29,0
2897,3,1,-3,15.3,1,1,22.2,0,13,0
2898,2,1,2,11.63,1,0,-11.76,0,14,1
2899,-5,0,-4,-26.19,0,0,-15.06,0,-14,0
2900,1,1,-5,5.84,0,0,10.23,0,5,1
2901,6,1,9,29.1,0,0,8.56,0,20,1
2902,-3,0,-7,-10.57,0,0,-17.98,0,31,0
2903,-1,1,0,-0.5,0,0,5.63,0,5,1
2904,-7,1,-2,-20.84,0,0,-20.25,0,34,0
2905,1,0,-8,4.69,0,0,13.28,0,-2,1
2906,0,0,1,-2.93,0,0,-8.18,0,-18,1
2907,4,0,5,10.31,0,0,19.09,0,1,1
2908,-1,1,0,-7.26,0,0,-11.68,0,15,0
2909,-4,0,-8,-25.11,1,1,-20.94,0,-33,1
2910,2,1,2,4.89,0,0,-11.63,0,-31,0
2911,-4,0,-1,-9.99,0,0,-9.55,0,2,0
2912,-1,0,0,-13.66,0,0,-2.42,0,-28,1
2913,5,1,12,29.58,1,0,9.83,0,16,0
2914,-5,1,-7,-30.95,1,0,-22.0,0,-36,0
2915,2,0,4,7.09,0,0,14.49,0,-2,0
2916,1,0,0,-5.4,0,0,2.38,0,14,0
2917,9,1,6,50.41,1,0,39.96,0,37,1
2919,0,0,2,-8.44,0,0,1.39,0,2,1
2920,3,1,2,17.37,1,0,15.65,0,10,1
2921,-2,0,0,1.09,0,0,0.66,0,-7,1
2922,0,1,2,6.86,1,0,-0.89,0,31,1
2923,-2,0,2,-15.37,0,0,0.93,0,-14,0
2924,-2,0,-6,-17.9,0,0,-19.8,0,-2,0
2925,0,0,1,10.44,0,0,6.62,0,0,0
2926,-1,0,-5,-13.02,0,0,10.08,0,-2,0
2927,4,0,8,16.27,0,0,17.23,0,-2,0
2928,-2,0,-8,-22.21,0,0,-3.65,0,-33,1
2929,0,0,-1,-18.74,0,0,-10.02,0,16,1
2930,-4,1,-4,-5.45,0,0,-11.02,0,1,1
2931,4,1,7,24.23,1,0,2.95,0,11,1
2934,1,1,6,4.94,0,0,-13.38,0,-18,1
2935,1,0,-1,4.96,0,1,15.3,0,-20,0
2936,-1,1,0,5.68,0,0,-2.05,0,35,0
2937,7,1,12,34.24,0,0,16.24,0,4,1
2938,0,0,4,5.49,1,0,4.29,0,2,0
2939,3,0,7,15.06,1,0,-1.69,0,27,0
2940,5,1,0,28.33,0,0,31.75,0,16,1
2941,2,0,5,7.73,0,0,11.25,0,3,0
2942,-4,0,1,-21.46,1,0,-32.45,0,-28,0
2943,6,1,2,23.99,1,0,17.19,0,1,0
2944,3,1,4,4.53,1,1,0.76,0,-16,0
2945,4,1,2,25.33,0,1,15.68,0,14,1
2947,-5,0,-4,-46.99,0,0,-45.8,0,-54,0
2948,-3,0,-2,-21.61,0,0,-32.22,0,-7,0
2949,0,0,-5,-7.95,0,0,-1.17,0,-41,1
2950,0,1,-4,8.75,0,0,-3.91,0,17,1
2951,-3,0,-3,-15.56,1,0,-8.87,0,-11,0
2952,-8,0,-11,-40.19,0,1,-20.08,0,-33,0
2953,-1,1,-3,-6.09,0,0,-11.14,0,-8,1
2954,-4,0,0,-21.52,0,0,-20.41,0,-46,0
2955,0,0,1,-15.09,1,0,-3.58,0,-59,0
2956,0,1,-6,-3.08,0,0,17.39,0,15,1
2957,-7,0,-9,-44.73,0,0,-30.4,0,-55,0
2958,3,1,4,29.91,0,0,13.57,0,19,1
2959,-3,0,-2,-24.16,0,0,-32.17,0,-32,0
2960,-2,1,-2,-1.32,0,0,1.19,0,-8,0
2961,0,0,-3,0.91,0,0,5.91,0,-2,1
2962,0,1,-5,-8.42,0,0,20.32,0,-40,1
2963,-7,0,-11,-23.02,0,0,-9.97,0,34,0
2964,4,1,7,24.63,1,0,13.9,0,26,1
2965,-5,0,2,-42.64,0,0,-39.32,0,-66,0
2967,-3,0,-7,-12.07,1,0,6.06,0,5,1
2968,-7,0,2,-46.64,0,0,-27.07,0,-36,0
2969,8,1,10,48.88,1,1,37.53,0,30,1
2970,2,1,2,14.33,0,0,5.08,0,21,1
2971,4,0,8,17.13,1,1,16.73,0,14,0
2972,-1,0,-3,-3.28,1,1,1.37,0,-26,0
2973,4,0,5,27.26,1,0,19.9,0,33,1
2974,-2,0,1,-6.48,0,0,-14.22,0,11,0
2975,1,0,-2,-2.86,1,1,-9.16,0,-70,1
2977,-8,1,-8,-48.35,0,0,-36.55,0,-1,0
2978,-1,1,-2,-5.92,0,0,-24.38,0,-33,0
2980,2,0,7,19.09,1,0,10.99,0,17,1
2981,-3,1,-3,19.42,0,1,4.5,1,72,1
2982,1,0,-1,0.16,0,0,5.6,0,4,0
2983,-3,0,-3,-8.6,0,0,9.49,0,28,1
2984,-1,0,-2,-23.08,0,0,-19.46,0,-52,0
2985,1,0,4,-4.6,0,1,-11.89,0,-52,1
2986,3,0,3,7.99,0,0,4.4,0,6,1
2987,2,1,2,8.86,1,0,3.55,0,6,1
2988,-8,0,-6,-33.0,0,0,-33.18,0,-26,0
2990,7,1,13,38.51,1,0,15.74,0,0,1
2991,3,0,2,-1.47,1,0,0.21,0,-59,0
2992,2,1,7,16.98,0,1,11.71,0,-19,1
2993,0,0,-1,-9.66,0,0,-9.01,0,-1,0
2994,6,0,13,34.54,1,0,1.75,0,6,0
2995,-1,0,-2,-26.73,0,1,-18.67,0,-72,0
2996,-1,0,-3,-4.82,0,0,-3.49,0,-36,0
2997,-2,1,0,-2.98,0,0,0.0,0,6,1
2998,2,1,1,-2.24,1,0,-7.65,0,-49,1
3000,5,0,2,25.14,0,0,29.24,0,70,1
3001,0,0,-4,0.81,1,0,4.5,0,3,0
3002,1,0,2,4.2,1,0,5.21,0,-18,1
3003,0,0,4,-11.67,0,1,2.59,0,-42,1
3004,0,0,2,-0.99,0,1,1.51,0,-19,1
3005,0,1,3,3.87,0,0,17.81,0,6,1
3006,-3,0,-2,-17.0,0,0,-10.53,0,-3,0
3007,-3,0,-3,-8.2,0,1,-2.98,0,-14,1
3010,-4,1,-5,-25.11,1,0,-23.47,0,-39,0
3011,2,1,4,14.33,1,0,12.78,0,40,0
3012,-4,1,-10,-10.37,0,0,-10.57,0,12,0
3013,1,0,2,13.44,1,0,16.28,0,34,1
3014,0,0,-1,-2.45,1,1,3.3,0,11,0
3016,-2,1,-1,5.39,1,0,7.74,0,13,1
3017,1,1,1,7.08,0,0,3.02,0,7,0
3018,5,0,6,28.76,0,0,28.05,0,42,0
3019,-2,1,2,-1.84,0,0,4.08,0,41,1
3020,-2,0,2,-1.01,1,0,-3.8,0,41,0
3022,-1,1,5,-4.47,1,0,-21.27,0,4,1
3023,3,1,6,14.87,1,0,11.43,0,-53,1
3024,2,0,3,11.26,1,0,8.78,0,2,1
3025,3,0,1,17.95,0,0,19.33,0,21,1
3026,8,1,12,42.16,1,0,21.41,0,12,1
3027,-1,1,2,-15.17,1,0,-9.72,0,-11,0
3028,7,0,6,12.36,0,0,1.49,0,-50,0
3029,2,1,5,24.89,1,1,14.73,0,55,1
3030,0,1,-3,12.59,0,1,12.81,0,49,0
3031,5,1,7,32.81,0,1,17.47,0,18,1
3032,0,0,3,-11.36,0,0,-12.35,0,10,0
3034,3,1,2,19.73,0,0,14.61,0,65,1
3035,1,1,0,5.92,1,0,-8.75,0,0,0
3036,-6,1,-9,-24.92,1,0,-15.26,0,3,0
3037,-4,1,-9,-14.9,1,0,-16.24,0,-5,0
3038,2,1,7,29.57,1,0,25.49,0,33,1
3041,0,1,-3,-4.24,1,1,-10.75,0,4,1
3042,2,1,-1,-10.18,0,0,-15.31,0,-7,0
3043,3,1,-1,9.07,0,1,-0.86,0,-21,1
3044,-4,0,-3,-34.45,0,0,-20.15,0,-49,0
3045,2,0,2,1.52,0,0,-4.86,0,-30,1
3047,0,1,-5,0.69,0,0,-2.32,0,7,1
3048,3,1,0,8.68,0,0,17.28,0,-4,0
3049,-2,0,-3,2.09,0,1,10.23,0,-9,0
3050,-1,1,1,-16.11,1,0,-19.31,0,-38,0
3051,2,1,7,3.85,1,0,-0.71,0,-20,1
3053,-1,1,0,0.25,0,0,3.27,0,0,1
3054,-1,0,-1,-3.88,1,0,-6.19,0,-33,0
3055,4,1,2,19.3,0,0,4.25,1,-7,1
3056,0,1,5,5.17,0,0,-5.93,0,-13,0
3057,-1,1,2,-2.14,1,1,10.04,0,11,1
3058,3,0,1,22.29,1,0,28.51,0,53,1
3059,6,1,5,19.53,1,1,14.94,0,-22,0
3060,-2,0,-1,-7.81,0,0,-12.96,0,-10,0
3061,0,0,-1,3.8,0,0,17.5,0,-13,1
3062,-1,0,-3,-7.58,0,0,7.33,0,7,0
3063,4,0,4,30.72,0,0,15.89,0,25,1
3064,3,0,4,25.49,0,1,12.69,0,12,1
3065,3,1,0,24.27,1,1,23.03,0,36,1
3066,-1,0,4,-8.44,0,1,-6.89,0,-45,0
3067,-3,1,-4,-13.94,1,0,-22.58,0,1,0
3069,0,1,-3,-8.26,1,1,0.38,0,4,0
3070,3,0,3,12.33,1,0,2.51,0,43,0
3071,3,1,2,4.76,0,1,4.67,0,-32,1
3073,6,1,7,37.63,0,0,8.74,1,13,0
3074,-5,0,-5,-29.68,1,0,-21.59,0,6,0
3075,-1,1,4,-3.84,0,0,-16.58,0,-35,1
3076,-1,0,1,-16.73,0,0,-3.27,0,-35,0
3077,1,1,-7,-4.66,0,0,-0.26,0,-32,0
3079,-2,1,3,-36.82,0,0,-35.99,0,-36,0
3081,4,1,1,20.08,0,0,25.66,0,15,1
3082,2,1,3,31.0,0,0,16.53,0,57,1
3083,-9,0,-6,-35.76,0,0,-35.16,0,2,0
3084,1,0,6,7.75,0,0,17.02,0,15,1
3085,4,1,10,15.15,1,0,8.57,0,-21,1
3086,-2,1,7,-0.82,0,0,1.17,0,-21,0
3087,-1,1,-4,-9.03,0,0,-15.84,0,-17,0
3089,-1,0,-5,14.92,0,0,16.07,1,11,1
3090,-1,1,7,2.46,0,0,12.66,0,1,1
3091,7,1,9,48.26,0,0,44.72,0,30,1
3092,1,1,-3,10.85,0,0,7.75,1,19,1
3093,6,1,10,21.58,1,0,6.4,0,-14,1
3095,4,1,3,16.29,1,0,6.77,0,-35,1
3096,1,0,-1,7.82,0,0,19.03,0,21,0
3097,0,1,-2,-13.28,1,0,-3.17,0,-29,0
3098,4,0,2,7.94,0,0,5.77,0,15,1
3099,-2,0,-1,-28.09,0,0,-16.73,0,-57,0
3100,-4,0,-3,-8.33,0,0,-17.86,1,-10,0
3101,-6,0,-8,-33.37,0,0,-17.01,0,2,0
3102,3,0,9,15.32,1,0,14.53,0,0,1
3103,-2,1,-5,-10.66,0,0,0.1,0,-36,0
3104,-3,0,-5,-4.77,0,0,-5.13,0,26,1
3105,4,0,4,16.96,0,0,22.66,0,14,1
3106,5,1,9,28.89,1,1,12.15,0,-17,1
3107,4,1,-1,21.56,0,1,31.57,0,9,1
3108,-4,0,-7,-12.81,0,0,-6.02,0,17,0
3109,0,0,-5,0.85,0,1,7.65,0,3,0
3110,3,1,0,17.61,0,0,18.95,0,0,0
3111,-4,0,-6,-12.93,1,0,-3.8,0,5,0
3112,-5,0,-11,-36.44,0,0,-12.77,0,-64,1
3113,-2,0,-1,-10.95,0,0,-2.49,0,3,0
3114,3,1,2,23.59,1,1,16.81,0,2,1
3115,0,1,-2,6.99,0,0,9.44,0,69,1
3116,3,0,0,4.53,0,0,14.26,0,-35,0
3117,6,1,9,17.69,0,0,3.19,0,-19,1
3118,-1,1,0,-32.4,1,0,-23.96,0,-55,0
3119,3,1,-1,19.36,1,0,10.98,0,27,1
3120,-1,1,-3,-3.93,1,0,-15.04,0,25,1
3121,3,0,7,6.2,0,1,3.39,0,-7,0
3122,-3,1,-8,-6.91,0,1,-6.66,0,11,0
3123,3,1,3,13.57,1,0,6.14,0,-15,1
3124,0,1,0,-0.12,1,0,-1.51,0,-11,0
3125,-3,1,-3,-26.9,0,0,-32.45,0,-31,0
3126,-3,0,-1,-22.4,0,1,-16.23,0,-24,0
3127,-5,1,-12,-27.65,0,0,-22.74,0,-12,1
3128,4,1,7,-0.82,1,0,2.8,0,-45,0
3129,4,0,3,22.3,0,0,21.12,0,26,1
3130,-2,0,-1,-16.61,0,0,-10.64,0,-6,0
3131,3,1,2,17.2,0,0,13.64,0,29,0
