Date,Open,High,Low,Close,Adj Close,Volume
2021-03-05,93800.000000,94800.000000,92600.000000,94200.000000,94200.000000,3563165
2021-03-08,94400.000000,94900.000000,90800.000000,90800.000000,90800.000000,3407620
2021-03-09,89700.000000,90300.000000,86900.000000,88200.000000,88200.000000,5343350
2021-03-10,90500.000000,92900.000000,89800.000000,92000.000000,92000.000000,4498345
2021-03-11,92100.000000,96900.000000,91400.000000,95800.000000,95800.000000,4640455
2021-03-12,97800.000000,98000.000000,95400.000000,96200.000000,96200.000000,2175315
2021-03-15,96000.000000,96400.000000,94400.000000,95800.000000,95800.000000,1729905
2021-03-16,96200.000000,97000.000000,95600.000000,95800.000000,95800.000000,1354265
2021-03-17,95800.000000,98200.000000,95600.000000,97000.000000,97000.000000,2019765
2021-03-18,97700.000000,100800.000000,97200.000000,99600.000000,99600.000000,3858485
2021-03-19,97700.000000,99400.000000,96800.000000,98500.000000,98500.000000,2584905
2021-03-22,98600.000000,99300.000000,97600.000000,98800.000000,98800.000000,1575175
2021-03-23,99200.000000,100600.000000,97100.000000,98100.000000,98100.000000,1899820
2021-03-24,97300.000000,98400.000000,96400.000000,98400.000000,98400.000000,1442815
2021-03-25,98000.000000,98200.000000,96400.000000,97000.000000,97000.000000,1942655
2021-03-26,97600.000000,99000.000000,97200.000000,99000.000000,99000.000000,1922735
2021-03-29,99200.000000,99300.000000,97000.000000,97500.000000,97500.000000,1745565
2021-03-30,98000.000000,99400.000000,97900.000000,98700.000000,98700.000000,1555365
2021-03-31,98800.000000,101000.000000,98200.000000,99600.000000,99600.000000,2515180
2021-04-01,100000.000000,100800.000000,98400.000000,99800.000000,99800.000000,2062115
2021-04-02,101600.000000,101600.000000,99800.000000,100200.000000,100200.000000,1493205
2021-04-05,100600.000000,101000.000000,100000.000000,100400.000000,100400.000000,1552000
2021-04-06,101200.000000,109000.000000,101000.000000,108800.000000,108800.000000,8624790
2021-04-07,108800.000000,108800.000000,105200.000000,108400.000000,108400.000000,4104480
2021-04-08,107800.000000,112200.000000,106800.000000,109600.000000,109600.000000,4562570
2021-04-09,110800.000000,112200.000000,110200.000000,111600.000000,111600.000000,3944195
2021-04-12,111600.000000,111600.000000,111600.000000,111600.000000,111600.000000,0
2021-04-13,111600.000000,111600.000000,111600.000000,111600.000000,111600.000000,0
2021-04-14,111600.000000,111600.000000,111600.000000,111600.000000,111600.000000,0
2021-04-15,120500.000000,132500.000000,118000.000000,120500.000000,120500.000000,17115015
2021-04-16,115500.000000,120500.000000,115500.000000,119000.000000,119000.000000,13709555
2021-04-19,120000.000000,122000.000000,117500.000000,119000.000000,119000.000000,5441693
2021-04-20,119000.000000,121000.000000,118000.000000,119500.000000,119500.000000,2952174
2021-04-21,119500.000000,119500.000000,117000.000000,118000.000000,118000.000000,4461636
2021-04-22,118000.000000,119500.000000,117500.000000,117500.000000,117500.000000,2279180
2021-04-23,116500.000000,118500.000000,114500.000000,117500.000000,117500.000000,2473720
2021-04-26,118000.000000,118000.000000,117500.000000,118000.000000,118000.000000,1729458
2021-04-27,118500.000000,124500.000000,118500.000000,121500.000000,121500.000000,5332544
2021-04-28,121500.000000,122000.000000,119000.000000,119500.000000,119500.000000,2276272
2021-04-29,120000.000000,120500.000000,115500.000000,117000.000000,117000.000000,3445462
2021-04-30,117000.000000,117000.000000,113000.000000,113500.000000,113500.000000,4405688
2021-05-03,112500.000000,116000.000000,110000.000000,114500.000000,114500.000000,2832622
2021-05-04,113500.000000,116000.000000,112000.000000,115500.000000,115500.000000,2228466
2021-05-06,115000.000000,117500.000000,113500.000000,115000.000000,115000.000000,3234424
2021-05-07,115500.000000,117000.000000,114000.000000,114500.000000,114500.000000,2040844
2021-05-10,115500.000000,116500.000000,114500.000000,116000.000000,116000.000000,1898994
2021-05-11,115000.000000,117000.000000,114500.000000,114500.000000,114500.000000,1875600
2021-05-12,115000.000000,115500.000000,112000.000000,113000.000000,113000.000000,2558482
2021-05-13,109000.000000,111000.000000,108000.000000,109500.000000,109500.000000,4201490
2021-05-14,109500.000000,111500.000000,108000.000000,109000.000000,109000.000000,2276082
2021-05-17,109000.000000,111000.000000,109000.000000,110500.000000,110500.000000,1656454
2021-05-18,111500.000000,114500.000000,111000.000000,113000.000000,113000.000000,1585701
2021-05-20,112500.000000,115500.000000,112000.000000,113500.000000,113500.000000,2135101
2021-05-21,116000.000000,119000.000000,114500.000000,117000.000000,117000.000000,3018548
2021-05-24,116500.000000,118000.000000,115500.000000,116500.000000,116500.000000,1715308
2021-05-25,117000.000000,118000.000000,116000.000000,118000.000000,118000.000000,1777001
2021-05-26,118500.000000,120000.000000,117500.000000,119500.000000,119500.000000,2308405
2021-05-27,120000.000000,125000.000000,119500.000000,125000.000000,125000.000000,7398732
2021-05-28,125000.000000,125500.000000,120500.000000,122000.000000,122000.000000,3685820
2021-05-31,122000.000000,123000.000000,120500.000000,123000.000000,123000.000000,2299358
2021-06-01,123500.000000,127000.000000,123000.000000,127000.000000,127000.000000,3573808
2021-06-02,128000.000000,129500.000000,126000.000000,127000.000000,127000.000000,2597446
2021-06-03,127500.000000,128500.000000,126000.000000,126500.000000,126500.000000,1737466
2021-06-04,126000.000000,126000.000000,123000.000000,124000.000000,124000.000000,2668254
2021-06-07,125000.000000,127000.000000,125000.000000,126000.000000,126000.000000,1905198
2021-06-08,127000.000000,128500.000000,126500.000000,128500.000000,128500.000000,2248373
2021-06-09,128500.000000,130000.000000,128500.000000,129000.000000,129000.000000,1936747
2021-06-10,130000.000000,135000.000000,129500.000000,133500.000000,133500.000000,5564011
2021-06-11,134500.000000,136500.000000,132000.000000,135500.000000,135500.000000,3674400
2021-06-14,136000.000000,143000.000000,136000.000000,142500.000000,142500.000000,6240394
2021-06-15,143500.000000,144500.000000,140500.000000,144500.000000,144500.000000,4950329
2021-06-16,144000.000000,146000.000000,142500.000000,143000.000000,143000.000000,4996272
2021-06-17,142000.000000,149500.000000,140500.000000,148000.000000,148000.000000,5408889
2021-06-18,150000.000000,157500.000000,149500.000000,155000.000000,155000.000000,7706345
2021-06-21,155500.000000,159500.000000,152000.000000,155000.000000,155000.000000,8324948
2021-06-22,158000.000000,159000.000000,155500.000000,159000.000000,159000.000000,4662042
2021-06-23,162500.000000,170000.000000,161000.000000,169500.000000,169500.000000,9078797
2021-06-24,172000.000000,173000.000000,155500.000000,157000.000000,157000.000000,18408195
2021-06-25,155000.000000,159500.000000,150500.000000,154500.000000,154500.000000,12271446
2021-06-28,154500.000000,157500.000000,154000.000000,155000.000000,155000.000000,5141409
2021-06-29,156000.000000,158000.000000,154500.000000,158000.000000,158000.000000,3938542
2021-06-30,159000.000000,165000.000000,157500.000000,163000.000000,163000.000000,7305590
2021-07-01,164000.000000,165500.000000,159500.000000,160000.000000,160000.000000,4630280
2021-07-02,158500.000000,161500.000000,156000.000000,159500.000000,159500.000000,4407703
2021-07-05,160500.000000,162000.000000,156500.000000,157000.000000,157000.000000,4506967
2021-07-06,157500.000000,159000.000000,157000.000000,157500.000000,157500.000000,2045164
2021-07-07,158500.000000,163500.000000,158500.000000,161000.000000,161000.000000,4413394
2021-07-08,161500.000000,164500.000000,161000.000000,163000.000000,163000.000000,4121257
2021-07-09,161500.000000,162000.000000,158500.000000,160500.000000,160500.000000,3795528
2021-07-12,161000.000000,162500.000000,158000.000000,162000.000000,162000.000000,3248064
2021-07-13,162500.000000,163500.000000,160500.000000,161000.000000,161000.000000,3859736
2021-07-14,161500.000000,164500.000000,161000.000000,162000.000000,162000.000000,3352019
2021-07-15,162000.000000,162000.000000,158500.000000,159500.000000,159500.000000,3821843
2021-07-16,158500.000000,159500.000000,157000.000000,157000.000000,157000.000000,3423188
2021-07-19,155500.000000,155500.000000,154000.000000,154000.000000,154000.000000,3475792
2021-07-20,151500.000000,153000.000000,149000.000000,152000.000000,152000.000000,6652856
2021-07-21,153000.000000,155500.000000,144500.000000,145000.000000,145000.000000,10409836
2021-07-22,144500.000000,148000.000000,142500.000000,147500.000000,147500.000000,5759268
2021-07-23,148500.000000,153500.000000,147500.000000,149500.000000,149500.000000,5249906
2021-07-26,151500.000000,153000.000000,146500.000000,147500.000000,147500.000000,4071898
2021-07-27,147500.000000,149000.000000,145500.000000,148000.000000,148000.000000,3357695
2021-07-28,147000.000000,149500.000000,146500.000000,148000.000000,148000.000000,2716816
2021-07-29,148500.000000,149000.000000,147500.000000,148500.000000,148500.000000,1766172
2021-07-30,149000.000000,149500.000000,147000.000000,147000.000000,147000.000000,2057332
2021-08-02,147000.000000,148500.000000,145000.000000,146000.000000,146000.000000,2172117
2021-08-03,146000.000000,146500.000000,143000.000000,144000.000000,144000.000000,2697098
2021-08-04,144500.000000,150000.000000,144000.000000,149500.000000,149500.000000,3136752
2021-08-05,150000.000000,151500.000000,148500.000000,149000.000000,149000.000000,2254087
2021-08-06,149500.000000,149500.000000,145000.000000,145500.000000,145500.000000,4155669
2021-08-09,145500.000000,149000.000000,144000.000000,148000.000000,148000.000000,3017396
2021-08-10,148000.000000,148500.000000,144500.000000,146500.000000,146500.000000,2074409
2021-08-11,145500.000000,147500.000000,144000.000000,144000.000000,144000.000000,1754472
2021-08-12,146000.000000,148000.000000,144000.000000,147500.000000,147500.000000,2950088
2021-08-13,147500.000000,147500.000000,144500.000000,146000.000000,146000.000000,2285992
2021-08-17,146000.000000,147500.000000,141000.000000,142000.000000,142000.000000,3322347
2021-08-18,142000.000000,146500.000000,141500.000000,145500.000000,145500.000000,2720552
2021-08-19,144000.000000,149000.000000,144000.000000,146500.000000,146500.000000,2813914
2021-08-20,146500.000000,149000.000000,143000.000000,144000.000000,144000.000000,2776813
2021-08-23,146000.000000,148500.000000,144500.000000,148500.000000,148500.000000,2678395
2021-08-24,150000.000000,150500.000000,148000.000000,149000.000000,149000.000000,2032632
2021-08-25,149000.000000,153500.000000,148500.000000,151000.000000,151000.000000,2900928
2021-08-26,151500.000000,152500.000000,147500.000000,149500.000000,149500.000000,2360164
2021-08-27,149000.000000,150000.000000,147000.000000,150000.000000,150000.000000,1430634
2021-08-30,152000.000000,153000.000000,150500.000000,151500.000000,151500.000000,1628144
2021-08-31,152500.000000,155000.000000,151000.000000,155000.000000,155000.000000,3078357
2021-09-01,155000.000000,156000.000000,154000.000000,154000.000000,154000.000000,2011434
2021-09-02,154500.000000,156000.000000,153500.000000,155000.000000,155000.000000,1649156
2021-09-03,155500.000000,157500.000000,154500.000000,156500.000000,156500.000000,1934669
2021-09-06,156000.000000,156500.000000,152500.000000,155500.000000,155500.000000,1883428
2021-09-07,155500.000000,156000.000000,153500.000000,154000.000000,154000.000000,1072249
2021-09-08,151500.000000,151500.000000,136500.000000,138500.000000,138500.000000,16920382
2021-09-09,134000.000000,134500.000000,128000.000000,128500.000000,128500.000000,14534253
2021-09-10,127000.000000,133500.000000,126000.000000,130000.000000,130000.000000,9918050
2021-09-13,126500.000000,130000.000000,122500.000000,124500.000000,124500.000000,8675498
2021-09-14,122500.000000,126000.000000,118000.000000,124000.000000,124000.000000,18895148
2021-09-15,123500.000000,127500.000000,122000.000000,122500.000000,122500.000000,9078817
2021-09-16,123000.000000,125000.000000,121000.000000,121500.000000,121500.000000,4770936
2021-09-17,121500.000000,121500.000000,118000.000000,119500.000000,119500.000000,4807631
2021-09-23,116500.000000,118000.000000,114000.000000,115000.000000,115000.000000,6314773
2021-09-24,116000.000000,121000.000000,116000.000000,119500.000000,119500.000000,5327603
2021-09-27,120000.000000,122500.000000,119500.000000,120000.000000,120000.000000,3635942
2021-09-28,120500.000000,121500.000000,117500.000000,117500.000000,117500.000000,3445583
2021-09-29,115000.000000,117500.000000,114500.000000,116500.000000,116500.000000,3172350
2021-09-30,115000.000000,120500.000000,114500.000000,118000.000000,118000.000000,4649917
2021-10-01,118000.000000,120000.000000,116000.000000,116500.000000,116500.000000,2329103
2021-10-05,114500.000000,116000.000000,110500.000000,111000.000000,111000.000000,4885065
2021-10-06,112500.000000,116000.000000,112000.000000,113000.000000,113000.000000,4610915
2021-10-07,115000.000000,119500.000000,115000.000000,119500.000000,119500.000000,5146917
2021-10-08,121500.000000,121500.000000,117500.000000,117500.000000,117500.000000,3930836
2021-10-12,117000.000000,118500.000000,113000.000000,113500.000000,113500.000000,3810466
2021-10-13,114000.000000,118500.000000,114000.000000,117000.000000,117000.000000,2731883
2021-10-14,118500.000000,122000.000000,118500.000000,121500.000000,121500.000000,3891958
2021-10-15,123000.000000,123500.000000,120000.000000,122000.000000,122000.000000,2331425
2021-10-18,123000.000000,123000.000000,120500.000000,121500.000000,121500.000000,1831322
2021-10-19,123000.000000,127500.000000,121500.000000,127500.000000,127500.000000,4075027
2021-10-20,129500.000000,130500.000000,127000.000000,128000.000000,128000.000000,4959740
2021-10-21,128500.000000,130000.000000,127500.000000,128000.000000,128000.000000,2297507
2021-10-22,128000.000000,129500.000000,125500.000000,127500.000000,127500.000000,1985417
2021-10-25,126500.000000,127500.000000,123500.000000,126000.000000,126000.000000,2309608
2021-10-26,126000.000000,128000.000000,126000.000000,127500.000000,127500.000000,1265299
2021-10-27,128000.000000,129000.000000,126500.000000,128500.000000,128500.000000,1449071
2021-10-28,129000.000000,130000.000000,125000.000000,125500.000000,125500.000000,1783396
2021-10-29,125500.000000,126500.000000,123000.000000,125500.000000,125500.000000,1891355
2021-11-01,126000.000000,127000.000000,125000.000000,125500.000000,125500.000000,1081519
2021-11-02,126000.000000,128500.000000,126000.000000,128000.000000,128000.000000,1642378
2021-11-03,128000.000000,128500.000000,123500.000000,124500.000000,124500.000000,2937805
2021-11-04,126000.000000,130500.000000,125500.000000,130000.000000,130000.000000,6001098
2021-11-05,131000.000000,131000.000000,126500.000000,128500.000000,128500.000000,2810726
2021-11-08,128500.000000,128500.000000,123000.000000,125000.000000,125000.000000,4026899
2021-11-09,124500.000000,127000.000000,124500.000000,125500.000000,125500.000000,1990889
2021-11-10,125500.000000,127500.000000,123500.000000,124000.000000,124000.000000,1598893
2021-11-11,123000.000000,125500.000000,121500.000000,125500.000000,125500.000000,1955371
2021-11-12,126000.000000,128000.000000,124500.000000,127000.000000,127000.000000,2100660
2021-11-15,127000.000000,129500.000000,127000.000000,129000.000000,129000.000000,1714170
2021-11-16,129000.000000,130000.000000,127000.000000,127500.000000,127500.000000,1591390
2021-11-17,128000.000000,129000.000000,125000.000000,125000.000000,125000.000000,1675657
2021-11-18,125000.000000,126000.000000,123000.000000,124500.000000,124500.000000,1543924
2021-11-19,125000.000000,127500.000000,124500.000000,127000.000000,127000.000000,1512294
2021-11-22,127000.000000,129000.000000,125500.000000,128500.000000,128500.000000,2213290
2021-11-23,127500.000000,128000.000000,124000.000000,124500.000000,124500.000000,1981200
2021-11-24,124500.000000,125500.000000,123500.000000,124500.000000,124500.000000,1589036
2021-11-25,125000.000000,128500.000000,124500.000000,128000.000000,128000.000000,2906344
2021-11-26,127500.000000,128500.000000,125000.000000,125500.000000,125500.000000,1679040
2021-11-29,123000.000000,125500.000000,122000.000000,123000.000000,123000.000000,2031484
2021-11-30,124000.000000,124500.000000,121500.000000,122000.000000,122000.000000,3807209
2021-12-01,121500.000000,123500.000000,121000.000000,122500.000000,122500.000000,1482581
2021-12-02,121500.000000,123000.000000,120000.000000,122500.000000,122500.000000,2028101
2021-12-03,122000.000000,124000.000000,121500.000000,123500.000000,123500.000000,1488902
2021-12-06,122500.000000,122500.000000,120500.000000,121000.000000,121000.000000,1477396
2021-12-07,121500.000000,122000.000000,120000.000000,120500.000000,120500.000000,1218740
2021-12-08,121500.000000,123500.000000,120500.000000,121000.000000,121000.000000,2288195
2021-12-09,120500.000000,122500.000000,120000.000000,122500.000000,122500.000000,2338843
2021-12-10,122000.000000,122500.000000,121000.000000,122000.000000,122000.000000,127757
